"17","Pengukuhan Konselor Pastoral, Yogyakarta: 18 Agustus 2018, ","5epfBg0X3waj6Vr.jpeg","2018-10-29 08:58:24"
"37","Pastoral Counselor Formation Angkatan 13 Balige 2019","V9TP0qevk7Imrgb.jpeg","2019-06-15 17:51:17"
"38","PCF Angkatan 14 Yogyakarta ","B5wst1kSPtRfs6O.jpeg","2019-07-05 15:11:11"
"39","Seminar dan Konferensi Nasional 2","7P1pwQeqo4gF8F5.jpeg","2019-07-05 15:12:00"
"40","Pengukuhan Konselor Pastoral, Batu, 29 Juni 2019","d5qF9p2E9g956Jd.jpeg","2019-07-05 15:20:05"
"42","Seminar dan Konferensi Nasional 1","Ncz2ilGcTcWxqR7.jpeg","2019-07-11 21:01:16"
